ONTOLOGY	TERM	N	DE	P.DE	FDR
GO:0001055	MF	RNA polymerase II activity	11	0	1	1
GO:0001056	MF	RNA polymerase III activity	15	0	1	1
GO:0001067	MF	regulatory region nucleic acid binding	941	0	1	1
GO:0001069	MF	regulatory region RNA binding	2	0	1	1
GO:0001079	BP	nitrogen catabolite regulation of transcription from RNA polymerase II promoter	2	0	1	1
GO:0001080	BP	nitrogen catabolite activation of transcription from RNA polymerase II promoter	1	0	1	1
GO:0001081	BP	nitrogen catabolite repression of transcription from RNA polymerase II promoter	1	0	1	1
GO:0001085	MF	RNA polymerase II transcription factor binding	155	0	1	1
GO:0001091	MF	RNA polymerase II basal transcription factor binding	20	0	1	1
GO:0001093	MF	TFIIB-class transcription factor binding	3	0	1	1
GO:0001094	MF	TFIID-class transcription factor complex binding	11	0	1	1
GO:0001096	MF	TFIIF-class transcription factor complex binding	1	0	1	1
GO:0001097	MF	TFIIH-class transcription factor complex binding	4	0	1	1
GO:0001098	MF	basal transcription machinery binding	69	0	1	1
GO:0001099	MF	basal RNA polymerase II transcription machinery binding	69	0	1	1
GO:0001100	BP	negative regulation of exit from mitosis	1	0	1	1
GO:0001101	BP	response to acid chemical	341	0	1	1
GO:0001102	MF	RNA polymerase II activating transcription factor binding	53	0	1	1
GO:0001103	MF	RNA polymerase II repressing transcription factor binding	35	0	1	1
GO:0001112	BP	DNA-templated transcriptional open complex formation	1	0	1	1
GO:0001113	BP	transcriptional open complex formation at RNA polymerase II promoter	1	0	1	1
GO:0001120	BP	protein-DNA complex remodeling	1	0	1	1
GO:0001130	MF	bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding	1	0	1	1
GO:0001134	MF	transcription regulator recruiting activity	6	0	1	1
GO:0001135	MF	RNA polymerase II transcription regulator recruiting activity	1	0	1	1
GO:0001139	MF	RNA polymerase II complex recruiting activity	1	0	1	1
GO:0001147	MF	transcription termination site sequence-specific DNA binding	2	0	1	1
GO:0001156	MF	TFIIIC-class transcription factor complex binding	3	0	1	1
GO:0001158	MF	enhancer sequence-specific DNA binding	118	0	1	1
GO:0001160	MF	transcription termination site DNA binding	2	0	1	1
GO:0001161	MF	intronic transcription regulatory region sequence-specific DNA binding	17	0	1	1
GO:0001162	MF	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	14	0	1	1
GO:0001163	MF	RNA polymerase I regulatory region sequence-specific DNA binding	8	0	1	1
GO:0001164	MF	RNA polymerase I CORE element sequence-specific DNA binding	8	0	1	1
GO:0001165	MF	RNA polymerase I upstream control element sequence-specific DNA binding	1	0	1	1
GO:0001172	BP	transcription, RNA-templated	3	0	1	1
GO:0001173	BP	DNA-templated transcriptional start site selection	1	0	1	1
GO:0001174	BP	transcriptional start site selection at RNA polymerase II promoter	1	0	1	1
GO:0001179	MF	RNA polymerase I transcription factor binding	1	0	1	1
GO:0001181	MF	RNA polymerase I general transcription initiation factor activity	2	0	1	1
GO:0001188	BP	RNA polymerase I preinitiation complex assembly	9	0	1	1
GO:0001192	BP	maintenance of transcriptional fidelity during DNA-templated transcription elongation	1	0	1	1
GO:0001193	BP	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter	1	0	1	1
GO:0001207	BP	histone displacement	1	0	1	1
GO:0001216	MF	bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding	1	0	1	1
GO:0001221	MF	transcription cofactor binding	43	0	1	1
GO:0001222	MF	transcription corepressor binding	15	0	1	1
GO:0001223	MF	transcription coactivator binding	23	0	1	1
GO:0001224	MF	RNA polymerase II transcription cofactor binding	4	0	1	1
GO:0001225	MF	RNA polymerase II transcription coactivator binding	3	0	1	1
GO:0001226	MF	RNA polymerase II transcription corepressor binding	1	0	1	1
GO:0001227	MF	DNA-binding transcription repressor activity, RNA polymerase II-specific	240	0	1	1
GO:0001228	MF	DNA-binding transcription activator activity, RNA polymerase II-specific	433	0	1	1
GO:0001300	BP	chronological cell aging	2	0	1	1
GO:0001302	BP	replicative cell aging	6	0	1	1
GO:0001306	BP	age-dependent response to oxidative stress	2	0	1	1
GO:0001315	BP	age-dependent response to reactive oxygen species	1	0	1	1
GO:0001325	BP	formation of extrachromosomal circular DNA	15	0	1	1
GO:0001401	CC	mitochondrial sorting and assembly machinery complex	5	0	1	1
GO:0001405	CC	PAM complex, Tim23 associated import motor	4	0	1	1
GO:0001501	BP	skeletal system development	514	0	1	1
GO:0001502	BP	cartilage condensation	20	0	1	1
GO:0001503	BP	ossification	393	0	1	1
GO:0001504	BP	neurotransmitter uptake	46	0	1	1
GO:0001505	BP	regulation of neurotransmitter levels	352	0	1	1
GO:0001507	BP	acetylcholine catabolic process in synaptic cleft	2	0	1	1
GO:0001508	BP	action potential	132	0	1	1
GO:0001510	BP	RNA methylation	80	0	1	1
GO:0001512	MF	dihydronicotinamide riboside quinone reductase activity	1	0	1	1
GO:0001514	BP	selenocysteine incorporation	8	0	1	1
GO:0001515	MF	opioid peptide activity	4	0	1	1
GO:0001516	BP	prostaglandin biosynthetic process	28	0	1	1
GO:0001517	MF	N-acetylglucosamine 6-O-sulfotransferase activity	7	0	1	1
GO:0001518	CC	voltage-gated sodium channel complex	14	0	1	1
GO:0001519	BP	peptide amidation	2	0	1	1
GO:0001520	CC	outer dense fiber	6	0	1	1
GO:0001522	BP	pseudouridine synthesis	17	0	1	1
GO:0001523	BP	retinoid metabolic process	104	0	1	1
GO:0001525	BP	angiogenesis	578	0	1	1
GO:0001527	CC	microfibril	10	0	1	1
GO:0001530	MF	lipopolysaccharide binding	35	0	1	1
GO:0001532	MF	interleukin-21 receptor activity	1	0	1	1
GO:0001533	CC	cornified envelope	61	0	1	1
GO:0001534	CC	radial spoke	7	0	1	1
GO:0001536	CC	radial spoke stalk	3	0	1	1
GO:0001537	MF	N-acetylgalactosamine 4-O-sulfotransferase activity	5	0	1	1
GO:0001539	BP	cilium or flagellum-dependent cell motility	38	0	1	1
GO:0001540	MF	amyloid-beta binding	77	0	1	1
GO:0001541	BP	ovarian follicle development	54	0	1	1
GO:0001542	BP	ovulation from ovarian follicle	9	0	1	1
GO:0001543	BP	ovarian follicle rupture	1	0	1	1
GO:0001544	BP	initiation of primordial ovarian follicle growth	2	0	1	1
GO:0001545	BP	primary ovarian follicle growth	1	0	1	1
GO:0001546	BP	preantral ovarian follicle growth	3	0	1	1
GO:0001547	BP	antral ovarian follicle growth	8	0	1	1
GO:0001550	BP	ovarian cumulus expansion	3	0	1	1
GO:0001552	BP	ovarian follicle atresia	1	0	1	1
GO:0001553	BP	luteinization	9	0	1	1
GO:0001554	BP	luteolysis	7	0	1	1
GO:0001555	BP	oocyte growth	3	0	1	1
GO:0001556	BP	oocyte maturation	26	0	1	1
GO:0001558	BP	regulation of cell growth	411	0	1	1
GO:0001560	BP	regulation of cell growth by extracellular stimulus	3	0	1	1
GO:0001561	BP	fatty acid alpha-oxidation	8	0	1	1
GO:0001562	BP	response to protozoan	25	0	1	1
GO:0001567	MF	cholesterol 25-hydroxylase activity	1	0	1	1
GO:0001568	BP	blood vessel development	752	0	1	1
GO:0001569	BP	branching involved in blood vessel morphogenesis	32	0	1	1
GO:0001570	BP	vasculogenesis	78	0	1	1
GO:0001572	BP	lactosylceramide biosynthetic process	1	0	1	1
GO:0001573	BP	ganglioside metabolic process	19	0	1	1
GO:0001574	BP	ganglioside biosynthetic process	11	0	1	1
GO:0001575	BP	globoside metabolic process	2	0	1	1
GO:0001576	BP	globoside biosynthetic process	1	0	1	1
GO:0001578	BP	microtubule bundle formation	91	0	1	1
GO:0001579	BP	medium-chain fatty acid transport	2	0	1	1
GO:0001580	BP	detection of chemical stimulus involved in sensory perception of bitter taste	40	0	1	1
GO:0001581	BP	detection of chemical stimulus involved in sensory perception of sour taste	2	0	1	1
GO:0001582	BP	detection of chemical stimulus involved in sensory perception of sweet taste	2	0	1	1
GO:0001587	MF	Gq/11-coupled serotonin receptor activity	1	0	1	1
GO:0001588	MF	dopamine neurotransmitter receptor activity, coupled via Gs	2	0	1	1
GO:0001591	MF	dopamine neurotransmitter receptor activity, coupled via Gi/Go	8	0	1	1
GO:0001594	MF	trace-amine receptor activity	7	0	1	1
GO:0001595	MF	angiotensin receptor activity	4	0	1	1
GO:0001596	MF	angiotensin type I receptor activity	1	0	1	1
GO:0001601	MF	peptide YY receptor activity	3	0	1	1
GO:0001602	MF	pancreatic polypeptide receptor activity	3	0	1	1
GO:0001604	MF	urotensin II receptor activity	2	0	1	1
GO:0001605	MF	adrenomedullin receptor activity	3	0	1	1
GO:0001607	MF	neuromedin U receptor activity	2	0	1	1
GO:0001608	MF	G protein-coupled nucleotide receptor activity	12	0	1	1
GO:0001609	MF	G protein-coupled adenosine receptor activity	7	0	1	1
GO:0001614	MF	purinergic nucleotide receptor activity	19	0	1	1
GO:0001616	MF	growth hormone secretagogue receptor activity	1	0	1	1
GO:0001618	MF	virus receptor activity	72	0	1	1
GO:0001621	MF	ADP receptor activity	2	0	1	1
GO:0001626	MF	nociceptin receptor activity	1	0	1	1
GO:0001632	MF	leukotriene B4 receptor activity	2	0	1	1
GO:0001635	MF	calcitonin gene-related peptide receptor activity	4	0	1	1
GO:0001637	MF	G protein-coupled chemoattractant receptor activity	25	0	1	1
GO:0001640	MF	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity	5	0	1	1
GO:0001641	MF	group II metabotropic glutamate receptor activity	2	0	1	1
GO:0001642	MF	group III metabotropic glutamate receptor activity	1	0	1	1
GO:0001649	BP	osteoblast differentiation	223	0	1	1
GO:0001650	CC	fibrillar center	132	0	1	1
GO:0001651	CC	dense fibrillar component	2	0	1	1
GO:0001652	CC	granular component	5	0	1	1
GO:0001653	MF	peptide receptor activity	148	0	1	1
GO:0001654	BP	eye development	359	0	1	1
GO:0001655	BP	urogenital system development	330	0	1	1
GO:0001656	BP	metanephros development	90	0	1	1
GO:0001657	BP	ureteric bud development	97	0	1	1
GO:0001658	BP	branching involved in ureteric bud morphogenesis	59	0	1	1
GO:0001659	BP	temperature homeostasis	173	0	1	1
GO:0001660	BP	fever generation	10	0	1	1
GO:0001661	BP	conditioned taste aversion	5	0	1	1
GO:0001662	BP	behavioral fear response	37	0	1	1
GO:0001664	MF	G protein-coupled receptor binding	275	0	1	1
GO:0001665	MF	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	5	0	1	1
GO:0001666	BP	response to hypoxia	355	0	1	1
GO:0001667	BP	ameboidal-type cell migration	451	0	1	1
GO:0001669	CC	acrosomal vesicle	106	0	1	1
GO:0001671	MF	ATPase activator activity	25	0	1	1
GO:0001672	BP	regulation of chromatin assembly or disassembly	9	0	1	1
GO:0001673	CC	male germ cell nucleus	15	0	1	1
GO:0001674	CC	female germ cell nucleus	4	0	1	1
GO:0001675	BP	acrosome assembly	17	0	1	1
GO:0001676	BP	long-chain fatty acid metabolic process	108	0	1	1
GO:0001678	BP	cellular glucose homeostasis	151	0	1	1
GO:0001680	BP	tRNA 3'-terminal CCA addition	1	0	1	1
GO:0001681	MF	sialate O-acetylesterase activity	1	0	1	1
GO:0001682	BP	tRNA 5'-leader removal	12	0	1	1
GO:0001691	MF	pseudophosphatase activity	2	0	1	1
GO:0001692	BP	histamine metabolic process	4	0	1	1
GO:0001694	BP	histamine biosynthetic process	2	0	1	1
GO:0001695	BP	histamine catabolic process	1	0	1	1
GO:0001696	BP	gastric acid secretion	19	0	1	1
GO:0001697	BP	histamine-induced gastric acid secretion	1	0	1	1
GO:0001698	BP	gastrin-induced gastric acid secretion	2	0	1	1
GO:0001701	BP	in utero embryonic development	372	0	1	1
GO:0001702	BP	gastrulation with mouth forming second	28	0	1	1
GO:0001704	BP	formation of primary germ layer	119	0	1	1
GO:0001705	BP	ectoderm formation	4	0	1	1
GO:0001706	BP	endoderm formation	50	0	1	1
GO:0001707	BP	mesoderm formation	73	0	1	1
GO:0001708	BP	cell fate specification	99	0	1	1
GO:0001709	BP	cell fate determination	40	0	1	1
GO:0001710	BP	mesodermal cell fate commitment	19	0	1	1
GO:0001711	BP	endodermal cell fate commitment	15	0	1	1
GO:0001712	BP	ectodermal cell fate commitment	3	0	1	1
GO:0001714	BP	endodermal cell fate specification	8	0	1	1
GO:0001715	BP	ectodermal cell fate specification	1	0	1	1
GO:0001716	MF	L-amino-acid oxidase activity	1	0	1	1
GO:0001725	CC	stress fiber	67	0	1	1
GO:0001726	CC	ruffle	172	0	1	1
GO:0001727	MF	lipid kinase activity	5	0	1	1
GO:0001729	MF	ceramide kinase activity	2	0	1	1
GO:0001730	MF	2'-5'-oligoadenylate synthetase activity	3	0	1	1
GO:0001731	BP	formation of translation preinitiation complex	9	0	1	1
GO:0001732	BP	formation of cytoplasmic translation initiation complex	16	0	1	1
GO:0001733	MF	galactosylceramide sulfotransferase activity	4	0	1	1
GO:0001734	MF	mRNA (N6-adenosine)-methyltransferase activity	2	0	1	1
GO:0001735	MF	prenylcysteine oxidase activity	2	0	1	1
GO:0001736	BP	establishment of planar polarity	124	0	1	1
GO:0001738	BP	morphogenesis of a polarized epithelium	141	0	1	1
GO:0001739	CC	sex chromatin	6	0	1	1
GO:0001740	CC	Barr body	6	0	1	1
GO:0001741	CC	XY body	13	0	1	1
GO:0001743	BP	optic placode formation	2	0	1	1
GO:0001750	CC	photoreceptor outer segment	87	0	1	1
GO:0001754	BP	eye photoreceptor cell differentiation	46	0	1	1
GO:0001755	BP	neural crest cell migration	57	0	1	1
GO:0001756	BP	somitogenesis	70	0	1	1
GO:0001757	BP	somite specification	5	0	1	1
GO:0001758	MF	retinal dehydrogenase activity	8	0	1	1
GO:0001759	BP	organ induction	22	0	1	1
GO:0001760	MF	aminocarboxymuconate-semialdehyde decarboxylase activity	1	0	1	1
GO:0001763	BP	morphogenesis of a branching structure	196	0	1	1
GO:0001764	BP	neuron migration	155	0	1	1
GO:0001765	BP	membrane raft assembly	13	0	1	1
GO:0001766	BP	membrane raft polarization	4	0	1	1
GO:0001767	BP	establishment of lymphocyte polarity	11	0	1	1
GO:0001768	BP	establishment of T cell polarity	10	0	1	1
GO:0001770	BP	establishment of natural killer cell polarity	1	0	1	1
GO:0001771	BP	immunological synapse formation	14	0	1	1
GO:0001772	CC	immunological synapse	36	0	1	1
GO:0001773	BP	myeloid dendritic cell activation	28	0	1	1
GO:0001774	BP	microglial cell activation	48	0	1	1
GO:0001775	BP	cell activation	1346	1	0.306413574102327	1
GO:0001776	BP	leukocyte homeostasis	86	0	1	1
GO:0001777	BP	T cell homeostatic proliferation	4	0	1	1
GO:0001778	BP	plasma membrane repair	11	0	1	1
GO:0001779	BP	natural killer cell differentiation	20	0	1	1
GO:0001780	BP	neutrophil homeostasis	16	0	1	1
GO:0001781	BP	neutrophil apoptotic process	8	0	1	1
GO:0001782	BP	B cell homeostasis	30	0	1	1
GO:0001783	BP	B cell apoptotic process	24	0	1	1
GO:0001784	MF	phosphotyrosine residue binding	40	0	1	1
GO:0001785	MF	prostaglandin J receptor activity	2	0	1	1
GO:0001786	MF	phosphatidylserine binding	57	0	1	1
GO:0001787	BP	natural killer cell proliferation	10	0	1	1
GO:0001788	BP	antibody-dependent cellular cytotoxicity	2	0	1	1
GO:0001791	MF	IgM binding	2	0	1	1
GO:0001792	MF	polymeric immunoglobulin receptor activity	1	0	1	1
GO:0001794	BP	type IIa hypersensitivity	4	0	1	1
GO:0001796	BP	regulation of type IIa hypersensitivity	4	0	1	1
GO:0001797	BP	negative regulation of type IIa hypersensitivity	1	0	1	1
GO:0001798	BP	positive regulation of type IIa hypersensitivity	3	0	1	1
GO:0001802	BP	type III hypersensitivity	2	0	1	1
GO:0001803	BP	regulation of type III hypersensitivity	2	0	1	1
GO:0001805	BP	positive regulation of type III hypersensitivity	2	0	1	1
GO:0001806	BP	type IV hypersensitivity	3	0	1	1
GO:0001807	BP	regulation of type IV hypersensitivity	2	0	1	1
GO:0001808	BP	negative regulation of type IV hypersensitivity	1	0	1	1
GO:0001809	BP	positive regulation of type IV hypersensitivity	1	0	1	1
GO:0001810	BP	regulation of type I hypersensitivity	3	0	1	1
GO:0001811	BP	negative regulation of type I hypersensitivity	1	0	1	1
GO:0001812	BP	positive regulation of type I hypersensitivity	2	0	1	1
GO:0001813	BP	regulation of antibody-dependent cellular cytotoxicity	2	0	1	1
GO:0001814	BP	negative regulation of antibody-dependent cellular cytotoxicity	1	0	1	1
GO:0001815	BP	positive regulation of antibody-dependent cellular cytotoxicity	1	0	1	1
GO:0001816	BP	cytokine production	775	1	0.178261680425679	1
GO:0001817	BP	regulation of cytokine production	707	1	0.161969391600267	1
GO:0001818	BP	negative regulation of cytokine production	291	1	0.0645721503549999	1
GO:0001819	BP	positive regulation of cytokine production	458	0	1	1
GO:0001820	BP	serotonin secretion	10	0	1	1
GO:0001821	BP	histamine secretion	10	0	1	1
GO:0001822	BP	kidney development	278	0	1	1
GO:0001823	BP	mesonephros development	102	0	1	1
GO:0001824	BP	blastocyst development	98	0	1	1
GO:0001825	BP	blastocyst formation	38	0	1	1
GO:0001826	BP	inner cell mass cell differentiation	7	0	1	1
GO:0001827	BP	inner cell mass cell fate commitment	2	0	1	1
GO:0001828	BP	inner cell mass cellular morphogenesis	2	0	1	1
GO:0001829	BP	trophectodermal cell differentiation	15	0	1	1
GO:0001831	BP	trophectodermal cellular morphogenesis	2	0	1	1
GO:0001832	BP	blastocyst growth	19	0	1	1
GO:0001833	BP	inner cell mass cell proliferation	13	0	1	1
GO:0001834	BP	trophectodermal cell proliferation	2	0	1	1
GO:0001835	BP	blastocyst hatching	26	0	1	1
GO:0001836	BP	release of cytochrome c from mitochondria	58	0	1	1
GO:0001837	BP	epithelial to mesenchymal transition	140	0	1	1
GO:0001838	BP	embryonic epithelial tube formation	124	0	1	1
GO:0001839	BP	neural plate morphogenesis	7	0	1	1
GO:0001840	BP	neural plate development	10	0	1	1
GO:0001841	BP	neural tube formation	105	0	1	1
GO:0001842	BP	neural fold formation	7	0	1	1
GO:0001843	BP	neural tube closure	90	0	1	1
GO:0001844	BP	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	30	0	1	1
GO:0001845	BP	phagolysosome assembly	12	0	1	1
GO:0001846	MF	opsonin binding	15	0	1	1
GO:0001847	MF	opsonin receptor activity	4	0	1	1
GO:0001848	MF	complement binding	21	0	1	1
GO:0001849	MF	complement component C1q binding	8	0	1	1
GO:0001850	MF	complement component C3a binding	1	0	1	1
GO:0001851	MF	complement component C3b binding	5	0	1	1
GO:0001855	MF	complement component C4b binding	2	0	1	1
GO:0001856	MF	complement component C5a binding	1	0	1	1
GO:0001861	MF	complement component C4b receptor activity	1	0	1	1
GO:0001865	BP	NK T cell differentiation	8	0	1	1
GO:0001866	BP	NK T cell proliferation	7	0	1	1
GO:0001867	BP	complement activation, lectin pathway	13	0	1	1
GO:0001868	BP	regulation of complement activation, lectin pathway	2	0	1	1
GO:0001869	BP	negative regulation of complement activation, lectin pathway	2	0	1	1
GO:0001871	MF	pattern binding	23	0	1	1
GO:0001872	MF	(1->3)-beta-D-glucan binding	2	0	1	1
GO:0001875	MF	lipopolysaccharide receptor activity	5	0	1	1
GO:0001878	BP	response to yeast	4	0	1	1
GO:0001880	BP	Mullerian duct regression	4	0	1	1
GO:0001881	BP	receptor recycling	35	0	1	1
GO:0001882	MF	nucleoside binding	377	0	1	1
GO:0001883	MF	purine nucleoside binding	369	0	1	1
GO:0001884	MF	pyrimidine nucleoside binding	2	0	1	1
GO:0001885	BP	endothelial cell development	59	0	1	1
GO:0001886	BP	endothelial cell morphogenesis	13	0	1	1
GO:0001887	BP	selenium compound metabolic process	6	0	1	1
GO:0001888	MF	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	2	0	1	1
GO:0001889	BP	liver development	135	0	1	1
GO:0001890	BP	placenta development	151	0	1	1
GO:0001891	CC	phagocytic cup	27	0	1	1
GO:0001892	BP	embryonic placenta development	87	0	1	1
GO:0001893	BP	maternal placenta development	35	0	1	1
GO:0001894	BP	tissue homeostasis	220	0	1	1
GO:0001895	BP	retina homeostasis	68	0	1	1
GO:0001897	BP	cytolysis by symbiont of host cells	1	0	1	1
GO:0001898	BP	regulation of cytolysis by symbiont of host cells	1	0	1	1
GO:0001899	BP	negative regulation of cytolysis by symbiont of host cells	1	0	1	1
GO:0001905	BP	activation of membrane attack complex	3	0	1	1
GO:0001906	BP	cell killing	161	1	0.03045855178228	1
GO:0001907	BP	killing by symbiont of host cells	4	0	1	1
GO:0001909	BP	leukocyte mediated cytotoxicity	104	1	0.0232942532323707	1
GO:0001910	BP	regulation of leukocyte mediated cytotoxicity	77	1	0.0171067409282275	1
GO:0001911	BP	negative regulation of leukocyte mediated cytotoxicity	18	0	1	1
GO:0001912	BP	positive regulation of leukocyte mediated cytotoxicity	55	1	0.0130745638951548	1
GO:0001913	BP	T cell mediated cytotoxicity	49	0	1	1
GO:0001914	BP	regulation of T cell mediated cytotoxicity	33	0	1	1
GO:0001915	BP	negative regulation of T cell mediated cytotoxicity	7	0	1	1
GO:0001916	BP	positive regulation of T cell mediated cytotoxicity	26	0	1	1
GO:0001917	CC	photoreceptor inner segment	49	0	1	1
GO:0001918	MF	farnesylated protein binding	1	0	1	1
