N	DE	P.DE	FDR
PID_ATR_PATHWAY	39	0	1	1
PID_INTEGRIN_CS_PATHWAY	26	0	1	1
PID_MET_PATHWAY	79	0	1	1
PID_PTP1B_PATHWAY	52	0	1	1
PID_INTEGRIN3_PATHWAY	43	0	1	1
PID_IL12_2PATHWAY	63	0	1	1
PID_S1P_S1P3_PATHWAY	29	0	1	1
PID_LPA4_PATHWAY	15	0	1	1
PID_AR_PATHWAY	61	0	1	1
PID_NFAT_TFPATHWAY	45	0	1	1
PID_EPHB_FWD_PATHWAY	40	0	1	1
PID_AVB3_OPN_PATHWAY	31	0	1	1
PID_S1P_S1P4_PATHWAY	14	0	1	1
PID_FRA_PATHWAY	37	0	1	1
PID_MYC_ACTIV_PATHWAY	79	0	1	1
PID_ARF6_TRAFFICKING_PATHWAY	49	0	1	1
PID_RHOA_REG_PATHWAY	46	0	1	1
PID_REELIN_PATHWAY	28	0	1	1
PID_PS1_PATHWAY	46	0	1	1
PID_ILK_PATHWAY	45	0	1	1
PID_NECTIN_PATHWAY	30	0	1	1
PID_P38_ALPHA_BETA_PATHWAY	30	0	1	1
PID_WNT_SIGNALING_PATHWAY	28	0	1	1
PID_TRAIL_PATHWAY	28	0	1	1
PID_CDC42_PATHWAY	70	0	1	1
PID_RET_PATHWAY	39	0	1	1
PID_CDC42_REG_PATHWAY	30	0	1	1
PID_ATM_PATHWAY	34	0	1	1
PID_ARF6_PATHWAY	35	0	1	1
PID_LKB1_PATHWAY	47	0	1	1
PID_CD8_TCR_PATHWAY	53	0	1	1
PID_WNT_CANONICAL_PATHWAY	20	0	1	1
PID_TCPTP_PATHWAY	42	0	1	1
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	49	0	1	1
PID_FAS_PATHWAY	38	0	1	1
PID_CIRCADIAN_PATHWAY	16	0	1	1
PID_TXA2PATHWAY	56	0	1	1
PID_SHP2_PATHWAY	57	0	1	1
PID_HDAC_CLASSI_PATHWAY	66	0	1	1
PID_S1P_S1P1_PATHWAY	21	0	1	1
PID_TELOMERASE_PATHWAY	67	0	1	1
PID_HNF3B_PATHWAY	45	0	1	1
PID_NETRIN_PATHWAY	32	0	1	1
PID_IL1_PATHWAY	34	0	1	1
PID_NFAT_3PATHWAY	53	0	1	1
PID_REG_GR_PATHWAY	82	0	1	1
PID_CONE_PATHWAY	23	0	1	1
PID_INTEGRIN_A9B1_PATHWAY	24	0	1	1
PID_ERB_GENOMIC_PATHWAY	15	0	1	1
PID_ARF6_DOWNSTREAM_PATHWAY	15	0	1	1
PID_MTOR_4PATHWAY	69	0	1	1
PID_IL2_1PATHWAY	55	0	1	1
PID_CXCR4_PATHWAY	101	0	1	1
PID_IGF1_PATHWAY	29	0	1	1
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	35	0	1	1
PID_TNF_PATHWAY	46	0	1	1
PID_PLK1_PATHWAY	46	0	1	1
PID_TCR_RAS_PATHWAY	14	0	1	1
PID_IL5_PATHWAY	14	0	1	1
PID_FOXO_PATHWAY	49	0	1	1
PID_VEGF_VEGFR_PATHWAY	10	0	1	1
PID_THROMBIN_PAR4_PATHWAY	15	0	1	1
PID_MYC_PATHWAY	25	0	1	1
PID_RANBP2_PATHWAY	11	0	1	1
PID_PI3KCI_PATHWAY	48	0	1	1
PID_AJDISS_2PATHWAY	48	0	1	1
PID_IL2_PI3K_PATHWAY	34	0	1	1
PID_CERAMIDE_PATHWAY	44	0	1	1
PID_P53_DOWNSTREAM_PATHWAY	137	0	1	1
PID_AR_TF_PATHWAY	53	0	1	1
PID_P75_NTR_PATHWAY	68	0	1	1
PID_S1P_META_PATHWAY	21	0	1	1
PID_ECADHERIN_NASCENT_AJ_PATHWAY	39	0	1	1
PID_INTEGRIN4_PATHWAY	11	0	1	1
PID_AMB2_NEUTROPHILS_PATHWAY	41	0	1	1
PID_AVB3_INTEGRIN_PATHWAY	74	0	1	1
PID_IFNG_PATHWAY	40	0	1	1
PID_RXR_VDR_PATHWAY	26	0	1	1
PID_LIS1_PATHWAY	28	0	1	1
PID_ERBB1_DOWNSTREAM_PATHWAY	105	0	1	1
PID_SYNDECAN_4_PATHWAY	32	0	1	1
PID_ATF2_PATHWAY	59	0	1	1
PID_AP1_PATHWAY	70	0	1	1
PID_INTEGRIN2_PATHWAY	29	0	1	1
PID_UPA_UPAR_PATHWAY	42	0	1	1
PID_ERBB2_ERBB3_PATHWAY	44	0	1	1
PID_FOXM1_PATHWAY	40	0	1	1
PID_EPHA_FWDPATHWAY	34	0	1	1
PID_HIF1A_PATHWAY	19	0	1	1
PID_BMP_PATHWAY	42	0	1	1
PID_IL3_PATHWAY	25	0	1	1
PID_IL6_7_PATHWAY	47	0	1	1
PID_ECADHERIN_KERATINOCYTE_PATHWAY	21	0	1	1
PID_ALK1_PATHWAY	26	0	1	1
PID_PDGFRB_PATHWAY	129	0	1	1
PID_TRKR_PATHWAY	61	0	1	1
PID_TCR_JNK_PATHWAY	14	0	1	1
PID_NEPHRIN_NEPH1_PATHWAY	31	0	1	1
PID_CMYB_PATHWAY	84	0	1	1
PID_IL23_PATHWAY	37	0	1	1
PID_HIV_NEF_PATHWAY	35	0	1	1
PID_SYNDECAN_1_PATHWAY	46	0	1	1
PID_P38_MK2_PATHWAY	21	0	1	1
PID_ERA_GENOMIC_PATHWAY	64	0	1	1
PID_ERBB_NETWORK_PATHWAY	15	0	1	1
PID_ALK2_PATHWAY	11	0	1	1
PID_RHODOPSIN_PATHWAY	23	0	1	1
PID_PDGFRA_PATHWAY	22	0	1	1
PID_RETINOIC_ACID_PATHWAY	30	0	1	1
PID_P38_GAMMA_DELTA_PATHWAY	11	0	1	1
PID_IL8_CXCR2_PATHWAY	34	0	1	1
PID_HEDGEHOG_2PATHWAY	22	0	1	1
PID_INTEGRIN5_PATHWAY	17	0	1	1
PID_AR_NONGENOMIC_PATHWAY	31	0	1	1
PID_ERBB1_INTERNALIZATION_PATHWAY	41	0	1	1
PID_HEDGEHOG_GLI_PATHWAY	48	0	1	1
PID_CASPASE_PATHWAY	51	0	1	1
PID_CXCR3_PATHWAY	43	0	1	1
PID_BETA_CATENIN_NUC_PATHWAY	79	0	0.999999999999999	1
PID_VEGFR1_PATHWAY	26	0	1	1
PID_SMAD2_3PATHWAY	16	0	1	1
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	38	0	1	1
PID_KIT_PATHWAY	52	0	1	1
PID_ECADHERIN_STABILIZATION_PATHWAY	41	0	1	1
PID_EPO_PATHWAY	33	0	1	1
PID_IL2_STAT5_PATHWAY	30	0	1	1
PID_TCR_CALCIUM_PATHWAY	28	0	1	1
PID_DELTA_NP63_PATHWAY	47	0	1	1
PID_VEGFR1_2_PATHWAY	69	0	1	1
PID_THROMBIN_PAR1_PATHWAY	43	0	1	1
PID_A6B1_A6B4_INTEGRIN_PATHWAY	46	0	1	1
PID_SYNDECAN_2_PATHWAY	33	0	1	1
PID_RAC1_REG_PATHWAY	38	0	1	1
PID_AURORA_A_PATHWAY	31	0	1	1
PID_ARF_3PATHWAY	19	0	1	1
PID_INSULIN_GLUCOSE_PATHWAY	26	0	1	1
PID_PI3KCI_AKT_PATHWAY	35	0	1	1
PID_SYNDECAN_3_PATHWAY	17	0	1	1
PID_IL8_CXCR1_PATHWAY	28	0	1	1
PID_MYC_REPRESS_PATHWAY	62	0	1	1
PID_HIF1_TFPATHWAY	66	0	1	1
PID_TAP63_PATHWAY	54	0	1	1
PID_EPHRINB_REV_PATHWAY	30	0	1	1
PID_BARD1_PATHWAY	29	0	1	1
PID_P53_REGULATION_PATHWAY	59	0	1	1
PID_TOLL_ENDOGENOUS_PATHWAY	24	0	1	1
PID_NCADHERIN_PATHWAY	33	0	1	1
PID_ANTHRAX_PATHWAY	18	0	1	1
PID_S1P_S1P2_PATHWAY	24	0	1	1
PID_RAS_PATHWAY	30	0	1	1
PID_MAPK_TRK_PATHWAY	34	0	1	1
PID_PI3K_PLC_TRK_PATHWAY	36	0	1	1
PID_CD8_TCR_DOWNSTREAM_PATHWAY	57	0	1	1
PID_EPHA2_FWD_PATHWAY	19	0	1	1
PID_LYMPH_ANGIOGENESIS_PATHWAY	25	0	1	1
PID_ALPHA_SYNUCLEIN_PATHWAY	32	0	1	1
PID_FGF_PATHWAY	55	0	1	1
PID_INTEGRIN_A4B1_PATHWAY	33	0	1	1
PID_RAC1_PATHWAY	54	0	1	1
PID_RB_1PATHWAY	64	0	1	1
PID_FAK_PATHWAY	59	0	1	1
PID_HNF3A_PATHWAY	44	0	1	1
PID_TGFBR_PATHWAY	54	0	1	1
PID_HES_HEY_PATHWAY	48	0	1	1
PID_IL12_STAT4_PATHWAY	33	0	1	1
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	15	0	1	1
REACTOME_TRANSLATION	292	0	1	1
REACTOME_PYRIMIDINE_CATABOLISM	12	0	1	1
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	20	0	1	1
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	55	0	1	1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	38	0	1	1
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	0	1	1
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	19	0	1	1
REACTOME_GAP_JUNCTION_DEGRADATION	12	0	1	1
REACTOME_BASE_EXCISION_REPAIR	83	0	1	1
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	43	0	1	1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	24	0	1	1
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	16	0	1	1
REACTOME_SIGNALING_BY_RHO_GTPASES	436	0	1	1
REACTOME_SIGNALING_BY_WNT	321	0	1	1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	14	0	1	1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	34	0	1	1
REACTOME_ANDROGEN_BIOSYNTHESIS	11	0	1	1
REACTOME_INSULIN_RECEPTOR_RECYCLING	26	0	1	1
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	10	0	1	1
REACTOME_SIGNALING_BY_SCF_KIT	43	0	1	1
REACTOME_DEVELOPMENTAL_BIOLOGY	1107	0	1	1
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	50	0	1	1
REACTOME_SIGNALING_BY_NODAL	20	0	1	1
REACTOME_DAG_AND_IP3_SIGNALING	41	0	1	1
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	16	0	1	1
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	99	0	1	1
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	24	0	1	1
REACTOME_CELL_CELL_COMMUNICATION	130	0	1	1
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	0	1	1
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	10	0	1	1
REACTOME_MEIOSIS	109	0	1	1
REACTOME_G0_AND_EARLY_G1	27	0	1	1
REACTOME_REGULATION_OF_KIT_SIGNALING	16	0	1	1
REACTOME_MEMBRANE_TRAFFICKING	625	0	1	1
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	21	0	1	1
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	128	0	1	1
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	17	0	1	1
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	189	0	1	1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	71	0	1	1
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	25	0	1	1
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	10	0	1	1
REACTOME_CELL_CYCLE	659	0	1	1
REACTOME_SIGNALING_BY_ERBB4	58	0	1	1
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	71	0	1	1
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	60	0	1	1
REACTOME_SULFUR_AMINO_ACID_METABOLISM	27	0	1	1
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	13	0	1	1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	81	0	1	1
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	15	0	1	1
REACTOME_SIGNALING_BY_ERBB2	49	0	1	1
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	43	0	1	1
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	21	0	1	1
REACTOME_DEFENSINS	46	0	1	1
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	19	0	1	1
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	16	0	1	1
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	25	0	1	1
REACTOME_BETA_DEFENSINS	37	0	1	1
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	0	1	1
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	10	0	1	1
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	14	0	1	1
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	16	0	1	1
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	32	0	1	1
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	45	0	1	1
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	139	0	1	1
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	63	0	1	1
REACTOME_SIGNALING_BY_HIPPO	20	0	1	1
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	31	0	1	1
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	13	0	1	1
REACTOME_SIGNALING_BY_NOTCH4	82	0	1	1
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	81	0	1	1
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	15	0	1	1
REACTOME_SIGNALING_BY_NOTCH2	33	0	1	1
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	110	0	1	1
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	110	0	1	1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	300	0	1	1
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	48	0	1	1
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	18	0	1	1
REACTOME_SIGNALING_BY_NOTCH1	74	0	1	1
REACTOME_SIGNALING_BY_NOTCH3	49	0	1	1
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	14	0	1	1
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	54	0	1	1
REACTOME_ARMS_MEDIATED_ACTIVATION	7	0	1	1
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	14	0	1	1
REACTOME_SIGNALLING_TO_RAS	20	0	1	1
REACTOME_SIGNALING_BY_BMP	28	0	1	1
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	135	0	1	1
REACTOME_SIGNALLING_TO_ERKS	34	0	1	1
REACTOME_P38MAPK_EVENTS	13	0	1	1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	17	0	1	1
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	16	0	1	1
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	26	0	1	1
REACTOME_COLLAGEN_FORMATION	90	0	1	1
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	32	0	1	1
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	63	0	1	1
REACTOME_HS_GAG_DEGRADATION	22	0	1	1
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	16	0	1	1
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	5	0	1	1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	27	0	1	1
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	18	0	1	1
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	32	0	1	1
REACTOME_PHOSPHOLIPID_METABOLISM	209	0	1	1
REACTOME_CS_DS_DEGRADATION	14	0	1	1
REACTOME_SYNTHESIS_OF_PA	38	0	1	1
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	11	0	1	1
REACTOME_SYNTHESIS_OF_PE	13	0	1	1
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	18	0	1	1
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	20	0	1	1
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	12	0	1	1
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	53	0	1	1
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	13	0	1	1
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	44	0	1	1
REACTOME_HYALURONAN_METABOLISM	17	0	1	1
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	23	0	1	1
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	27	0	1	1
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	12	0	1	1
REACTOME_PI_METABOLISM	84	0	1	1
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	10	0	1	1
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	50	0	1	1
REACTOME_SYNTHESIS_OF_PC	28	0	1	1
REACTOME_HS_GAG_BIOSYNTHESIS	31	0	1	1
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	33	0	1	1
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	13	0	1	1
REACTOME_KERATAN_SULFATE_DEGRADATION	13	0	1	1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	55	0	1	1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	123	0	1	1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	18	0	1	1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	29	0	1	1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	22	0	1	1
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	122	1	0.038006873747217	1
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	126	0	1	1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	26	0	1	1
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	15	0	1	1
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	8	0	1	1
REACTOME_MICRORNA_MIRNA_BIOGENESIS	25	0	1	1
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	61	0	1	1
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	14	0	1	1
REACTOME_ERKS_ARE_INACTIVATED	13	0	1	1
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	110	0	1	1
REACTOME_PI3K_AKT_ACTIVATION	9	0	1	1
REACTOME_EGFR_DOWNREGULATION	31	0	1	1
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	241	0	1	1
REACTOME_PECAM1_INTERACTIONS	12	0	1	1
REACTOME_TCR_SIGNALING	117	0	1	1
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	16	0	1	1
REACTOME_BASIGIN_INTERACTIONS	25	0	1	1
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	14	0	1	1
REACTOME_GAB1_SIGNALOSOME	17	0	1	1
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	14	0	1	1
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	0	1	1
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	24	0	1	1
REACTOME_ERK_MAPK_TARGETS	22	0	1	1
REACTOME_TIE2_SIGNALING	18	0	1	1
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	0	1	1
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	131	0	1	1
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	84	0	1	1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	371	0	1	1
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	36	0	1	1
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	9	0	1	1
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	13	0	1	1
REACTOME_BIOLOGICAL_OXIDATIONS	220	0	1	1
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	11	0	1	1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	267	0	1	1
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	12	0	1	1
REACTOME_XENOBIOTICS	24	0	1	1
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	85	0	1	1
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	65	0	1	1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	11	0	1	1
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	55	0	1	1
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	11	0	1	1
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	16	0	1	1
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1348	0	1	1
REACTOME_NEURONAL_SYSTEM	408	0	1	1
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	42	0	1	1
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	72	0	1	1
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	51	0	1	1
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	93	0	1	1
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	33	0	1	1
REACTOME_ENDOGENOUS_STEROLS	27	0	1	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	21	0	1	1
REACTOME_GLYCOLYSIS	72	0	1	1
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	15	0	1	1
REACTOME_MRNA_CAPPING	28	0	1	1
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	37	0	1	1
REACTOME_SIGNALING_BY_GPCR	1142	0	1	1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	197	0	1	1
REACTOME_METABOLISM_OF_POLYAMINES	59	0	1	1
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	28	0	1	1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	1	1
REACTOME_CELL_CYCLE_MITOTIC	546	0	1	1
REACTOME_GLUCONEOGENESIS	34	0	1	1
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	23	0	1	1
REACTOME_OPIOID_SIGNALLING	90	0	1	1
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	80	0	1	1
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	20	0	1	1
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	23	0	1	1
REACTOME_CA_DEPENDENT_EVENTS	37	0	1	1
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	17	0	1	1
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	10	0	1	1
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	14	0	1	1
REACTOME_DARPP_32_EVENTS	24	0	1	1
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	57	0	1	1
REACTOME_CELL_CYCLE_CHECKPOINTS	283	0	1	1
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	15	0	1	1
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	18	0	1	1
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	14	0	1	1
REACTOME_G_PROTEIN_ACTIVATION	28	0	1	1
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	14	0	1	1
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	103	0	1	1
REACTOME_TRNA_AMINOACYLATION	41	0	1	1
REACTOME_OLFACTORY_SIGNALING_PATHWAY	363	0	1	1
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	20	0	1	1
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	93	0	1	1
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	53	0	1	1
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	33	0	1	1
REACTOME_SIGNALING_BY_PDGF	58	0	1	1
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	39	0	1	1
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	12	0	1	1
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	35	0	1	1
REACTOME_PROTEIN_FOLDING	101	0	1	1
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	25	0	1	1
REACTOME_PEROXISOMAL_LIPID_METABOLISM	29	0	1	1
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	22	0	1	1
REACTOME_STRIATED_MUSCLE_CONTRACTION	36	0	1	1
REACTOME_METABOLISM_OF_NUCLEOTIDES	98	1	0.0274049557437397	1
